caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
22184,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,4,0,3,0,114,0,0,1,0,23,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
22185,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,0,0,2,0,112,0,6,1,0,10,1,6,0,2,0,0,0,0,3,0,0,0,2,2,0,6,7,0
22186,7,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,4,1,2,0,0,2,0,1,2,4,0,0,0,0,0,6,0,2,22,0,3,0,3,0,1,0,0,0,0,0,0,2,0,0,10,6,0
22187,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
22188,2,1,2,0,0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,1,2,3,0,2,0,2,1,0,2,2,0,112,0,6,1,2,10,1,6,0,2,0,0,0,0,3,0,0,1,1,2,0,6,2,0
22189,3,0,1,0,0,1,2,2,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,6,0,2,0,3,0,1,4,1,2,6,0,1,0,1,1,0,2,7,9,0,1,1,0,2,10,0,5,0,1,0,0,0,0,0,3,0,1,1,0,0,7,1,0
22190,2,1,2,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,4,2,2,0,114,1,1,1,2,10,1,6,0,2,0,1,0,0,0,4,0,1,1,1,0,7,1,0
22191,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,121,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
22192,6,1,1,0,0,5,0,2,2,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,5,0,2,2,0,0,0,4,1,2,2,0,2,0,2,0,4,2,1,0,0,0,2,0,2,10,0,1,0,1,0,1,0,0,2,0,0,1,1,2,0,11,1,0
22193,5,1,1,0,0,1,1,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
22194,6,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,2,0,0,0,0,2,1,2,5,0,2,0,2,2,0,0,0,0,0,0,6,0,3,22,0,1,10,1,0,0,0,0,0,0,0,0,2,2,1,5,4,1
22195,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22196,6,1,1,0,0,1,2,2,2,0,0,5,0,3,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
22197,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,21,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
22198,3,3,1,0,0,5,3,2,2,1,0,0,0,3,3,0,3,0,0,0,0,0,0,0,11,0,1,0,0,0,1,1,2,2,2,0,2,0,2,1,0,4,0,0,0,1,4,0,4,10,0,1,1,1,1,0,0,0,0,5,0,2,1,1,0,14,1,2
22199,6,0,1,0,0,6,2,2,2,0,0,3,0,5,5,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,12,1,0
22200,3,3,1,0,4,1,1,2,2,4,0,0,2,3,3,1,2,0,0,0,0,0,0,0,7,0,1,0,0,0,1,4,2,2,2,0,2,4,2,2,0,3,11,0,0,2,1,0,3,52,0,2,0,1,0,0,0,0,0,4,0,2,1,1,0,1,1,0
22201,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,2,0,0,2,0,1,1,0,0,2,0,222,0,0,1,0,24,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
22202,5,1,3,0,0,3,3,2,2,0,1,0,0,3,3,0,3,0,0,1,0,0,1,0,10,0,2,0,0,1,1,2,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,21,0,1,4,1,1,0,0,0,0,2,1,2,1,1,0,15,1,2
22203,4,1,3,0,0,3,5,2,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,2,1,0,0,1,1,0,2,21,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,14,1,0
22204,3,1,1,0,0,1,4,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,4,3,0,0,0,1,1,0,3,21,0,6,0,1,0,1,0,0,0,3,0,2,1,1,0,13,1,0
22205,5,11,1,0,0,1,2,2,2,0,0,6,0,2,4,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,2,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
22206,7,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,1,1,0,0,0,0,0,0,6,0,2,10,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,1,7,0
22207,7,1,2,0,0,4,0,2,2,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,9,0,2,2,0,0,0,4,1,2,1,0,2,0,2,0,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,4,0
22208,3,1,1,4,1,1,0,2,2,0,0,1,0,3,0,3,2,0,0,1,0,0,0,0,9,0,2,1,4,0,0,4,2,2,1,0,2,1,2,1,4,3,0,0,0,0,3,0,3,33,0,6,0,1,0,1,0,0,3,0,0,1,1,2,0,14,1,0
22209,4,1,2,0,0,1,2,2,2,0,0,0,0,4,4,0,3,0,0,1,0,0,0,0,6,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,4,21,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,13,1,0
22210,6,1,1,0,0,1,5,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,2,1,4,0,1,0,0,1,1,0,0,22,0,1,0,1,0,1,0,0,0,3,0,0,2,1,0,10,1,0
22211,6,11,1,0,0,0,0,2,2,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,5,0
22212,7,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,2,1,2,0,0,2,0,2,0,0,0,0,0,0,0,6,0,2,23,0,3,10,1,0,0,0,0,3,0,0,0,2,2,1,8,5,1
22213,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,3,0,141,0,0,1,0,23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22214,3,11,1,0,0,5,3,2,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,11,0,2,0,4,0,1,1,2,2,5,0,2,0,0,1,0,2,13,0,0,4,4,0,2,23,0,6,1,1,1,0,0,0,0,2,0,2,1,1,0,11,1,1
22215,5,2,2,0,0,3,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,9,0,2,2,2,0,0,4,2,1,2,0,1,0,1,2,4,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,12,4,0
22216,5,1,12,0,0,1,4,2,2,1,1,1,0,5,5,0,2,0,0,0,0,0,0,0,3,0,1,0,2,1,1,2,2,2,5,0,2,0,2,1,4,3,0,0,0,1,1,0,3,23,0,4,4,1,1,1,0,0,0,5,1,2,1,1,0,15,1,1
22217,3,0,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,2,0,4,0,0,4,2,2,6,0,2,0,1,3,0,2,13,0,0,0,6,0,2,10,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,7,2,0
22218,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
22219,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
22220,4,11,1,0,0,6,4,2,2,0,0,1,0,3,3,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,10,4,2,2,1,0,2,0,2,2,2,4,1,0,0,0,1,0,4,24,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,14,1,0
22221,7,1,2,0,0,4,0,2,2,0,0,5,0,0,0,0,0,0,0,1,1,0,1,0,10,0,2,2,0,0,0,4,1,2,1,0,2,0,2,2,4,0,1,0,0,0,6,0,3,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,4,0
22222,6,11,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,2,1,0,0,1,0,0,1,4,0,12,0,0,0,6,0,2,10,0,2,0,1,0,1,0,0,3,0,0,0,2,2,0,7,7,0
22223,7,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4,0,0,4,1,1,0,0,1,0,0,1,4,0,12,0,0,0,6,0,2,10,0,6,0,1,0,1,0,0,0,0,0,0,2,0,0,7,6,0
22224,7,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,2,2,0,0,2,0,1,1,0,0,0,0,0,0,6,0,2,10,0,1,10,1,0,0,0,0,0,0,0,0,2,2,1,5,5,1
22225,4,1,1,0,0,1,4,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,3,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
22226,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,222,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22227,6,2,1,0,3,6,0,2,2,1,0,4,0,0,0,9,0,0,0,1,1,0,1,0,9,0,1,2,1,0,0,4,2,2,3,0,2,4,2,2,4,0,0,0,0,0,6,0,3,51,0,3,0,2,0,1,0,0,3,0,0,0,2,2,0,10,4,0
22228,4,1,2,0,0,1,2,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,1,2,4,0,2,0,2,1,0,4,0,0,0,1,1,0,4,21,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
22229,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,1,4,0,6,0,222,0,0,0,0,21,1,6,0,2,0,1,3,1,0,0,0,0,0,2,0,6,0,0
22230,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,2,4,0,2,0,221,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
22231,2,3,1,0,0,3,0,2,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,9,0,1,2,4,0,0,4,2,2,2,0,2,0,2,1,4,2,7,3,221,0,6,0,2,10,1,6,0,2,0,1,3,1,3,0,0,1,1,2,0,8,2,0
22232,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
22233,7,1,2,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,2,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
22234,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
22235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0
22236,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,23,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
22237,3,1,2,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,5,0,2,0,2,0,0,2,2,0,0,2,1,0,2,23,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
22238,7,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
22239,5,1,1,0,0,3,5,2,2,0,0,3,0,1,1,0,1,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,15,1,0
22240,2,1,2,0,0,1,5,2,2,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,7,0,2,0,4,0,1,4,1,2,6,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,2,0,0,0,0,0,3,0,2,1,1,0,11,1,0
22241,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,2,2,4,0,7,4,121,0,0,0,0,52,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
22242,5,1,2,0,0,2,3,2,2,0,0,5,0,4,3,0,2,0,0,0,0,0,0,1,8,0,2,0,0,0,1,4,1,2,1,0,2,0,2,2,2,3,1,0,0,1,1,0,3,24,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,13,1,0
22243,4,11,1,0,0,1,3,2,2,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,6,0,2,0,4,0,1,4,2,2,2,0,2,0,2,2,0,2,0,0,0,1,1,0,2,23,0,6,0,1,0,0,0,0,0,2,0,2,1,0,0,10,1,0
22244,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
22245,5,3,1,0,4,1,3,2,2,3,0,5,4,2,2,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,6,0,2,4,2,1,2,2,1,0,0,1,1,0,2,52,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,15,1,0
22246,6,1,1,0,0,6,4,2,2,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,2,2,2,1,0,2,0,2,0,0,5,0,0,0,2,1,0,5,22,0,1,8,1,0,0,0,0,0,4,0,2,1,1,0,16,1,1
22247,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,3,21,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,6,1
22248,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22249,6,1,1,0,0,1,2,2,2,0,1,0,0,3,5,0,3,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,1,2,5,0,2,0,2,1,0,4,1,0,0,1,1,0,4,10,0,1,7,1,0,0,0,0,0,1,0,1,1,1,0,10,1,1
22250,5,0,1,0,0,1,5,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
22251,5,1,1,0,0,3,1,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,10,0,2,0,0,0,1,2,1,2,3,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,1,4,1,0,0,0,0,0,6,1,2,1,1,0,14,1,1
22252,5,2,2,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,0,2,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
22253,7,1,1,0,3,4,2,2,2,0,0,0,0,3,3,10,2,0,0,1,0,0,0,0,8,0,2,0,2,0,2,2,1,2,2,0,2,2,2,2,0,3,0,0,0,0,1,0,4,51,0,4,10,1,0,0,0,0,0,3,0,1,1,1,1,11,1,1
22254,7,2,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,2,0,2,0,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,10,6,0
22255,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,22,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
22256,7,11,1,0,3,0,0,2,2,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4,1,2,0,0,2,2,2,1,0,0,0,0,0,0,6,0,2,51,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,1,6,0
22257,6,1,1,0,0,2,5,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,2,0,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
22258,7,1,12,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,4,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,11,5,1
22259,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22260,2,3,1,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,1,1,4,0,7,1,0,0,6,0,0,10,0,1,0,1,0,1,1,1,3,0,0,0,2,2,0,6,7,0
22261,5,1,1,0,3,0,0,2,2,1,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,0,2,2,2,1,2,0,1,0,0,0,6,0,0,51,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,10,6,0
22262,2,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,2,0,1,3,4,0,2,0,223,0,0,1,0,10,1,6,0,2,0,1,0,0,0,0,0,0,0,2,0,5,0,0
22263,7,1,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,5,24,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,11,5,0
22264,3,11,1,0,0,1,1,2,2,0,0,0,0,4,4,0,2,0,0,0,0,0,0,1,6,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,4,22,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
22265,5,2,3,0,0,1,0,2,2,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,11,4,1,2,4,0,2,0,2,0,4,1,1,0,0,0,1,0,1,22,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,14,1,0
22266,2,0,1,0,0,5,1,2,2,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,11,0,2,0,4,0,10,1,2,2,7,0,2,0,0,1,0,2,13,0,0,0,4,0,2,24,0,6,1,1,1,0,0,0,0,5,0,1,1,1,0,10,1,1
22267,4,11,1,0,0,1,5,2,2,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,4,1,2,5,0,2,0,2,1,0,2,1,0,0,2,1,0,2,10,0,1,0,1,0,0,0,0,0,6,0,1,1,1,0,11,1,0
22268,7,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,4,1,1,0,0,1,0,0,1,4,0,12,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,11,6,0
22269,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22270,4,9,1,0,0,1,1,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,2,0,4,0,1,4,1,2,6,0,2,0,2,2,2,2,2,0,0,2,1,0,2,10,0,6,0,1,0,1,2,1,0,2,0,1,1,1,0,10,1,0
22271,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,2,0,0,2,0,221,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22272,5,1,2,0,0,3,1,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,9,0,2,0,0,0,10,4,2,2,1,0,2,0,2,2,0,4,0,0,0,0,1,0,4,24,0,2,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
22273,7,0,1,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,4,2,1,0,0,2,0,2,0,4,0,0,0,0,0,6,0,2,23,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,4,6,0
22274,4,3,1,0,3,1,1,2,2,3,0,4,0,3,3,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,6,0,2,4,2,1,3,2,1,0,0,2,1,0,2,51,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,8,1,0
22275,6,2,1,0,0,1,2,2,2,1,0,4,0,3,3,0,3,0,0,0,0,0,1,0,9,0,1,0,1,0,1,4,1,2,2,0,2,0,2,1,4,4,0,0,0,1,1,0,4,21,0,3,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
22276,5,11,1,0,0,4,0,1,1,0,0,5,7,3,0,0,1,0,0,0,0,0,0,0,9,0,2,2,1,0,0,4,2,2,3,0,2,0,1,1,1,2,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,1,1,2,0,6,2,0
22277,7,1,2,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,2,2,0,0,0,2,1,2,1,0,2,0,2,0,0,0,0,0,0,0,6,0,4,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,14,4,1
22278,7,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,22,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,11,5,0
22279,6,1,2,0,0,1,3,2,2,0,0,5,0,2,1,0,1,0,0,1,0,0,0,1,8,0,2,0,0,0,1,4,2,2,3,0,2,0,2,0,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,11,1,0
22280,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,3,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
